 ;AAA;Current boundaries as at ;    ;20130111                 ; ;                         ;    ;
Q;FED;MUIRLEA                  ;4306;BLAIR                    ;N;                         ;    ;
Q;FED;MULAMBIN                 ;4703;CAPRICORNIA              ;N;                         ;    ;
Q;FED;MULARA                   ;4703;CAPRICORNIA              ;N;                         ;    ;
Q;FED;MULDU                    ;4401;GROOM                    ;N;                         ;    ;
Q;FED;MULGILDIE                ;4630;FLYNN                    ;N;                         ;    ;
Q;FED;MULGOWIE                 ;4341;WRIGHT                   ;N;                         ;    ;
Q;FED;MULGRAVE                 ;4807;KENNEDY                  ;N;                         ;    ;
Q;FED;MULLETT CREEK            ;4670;FLYNN                    ;N;                         ;    ;
Q;FED;MUNBILLA                 ;4309;WRIGHT                   ;N;                         ;    ;
Q;FED;MUNBURA                  ;4740;CAPRICORNIA              ;N;                         ;    ;
Q;FED;MUNDINGBURRA             ;4812;HERBERT                  ;N;                         ;    ;
Q;FED;MUNDOO                   ;4860;KENNEDY                  ;N;                         ;    ;
Q;FED;MUNDOOLUN                ;4285;WRIGHT                   ;N;                         ;    ;
Q;FED;MUNDOWRAN                ;4626;FLYNN                    ;N;                         ;    ;
Q;FED;MUNDUBBERA               ;4626;FLYNN                    ;N;                         ;    ;
Q;FED;MUNGABUNDA               ;4718;FLYNN                    ;N;                         ;    ;
Q;FED;MUNGALLALA               ;4467;MARANOA                  ;N;                         ;    ;
Q;FED;MUNGALLALA SOUTH         ;4467;MARANOA                  ;N;                         ;    ;
Q;FED;MUNGAR                   ;4650;WIDE BAY                 ;N;                         ;    ;
Q;FED;MUNGINDI                 ;2406;MARANOA                  ;N;                         ;    ;
Q;FED;MUNGUNGO                 ;4630;FLYNN                    ;N;                         ;    ;
Q;FED;MUNGY                    ;4671;FLYNN                    ;N;                         ;    ;
Q;FED;MUNIGANEEN               ;4352;GROOM                    ;N;                         ;    ;
Q;FED;MUNNA CREEK              ;4570;WIDE BAY                 ;N;                         ;    ;
Q;FED;MUNRUBEN                 ;4125;FORDE                    ;N;                         ;    ;
Q;FED;MUNRUBEN                 ;4125;WRIGHT                   ;N;                         ;    ;
Q;FED;MURARRIE                 ;4172;BONNER                   ;N;                         ;    ;
Q;FED;MURARRIE                 ;4172;GRIFFITH                 ;N;                         ;    ;
Q;FED;MURGON                   ;4605;WIDE BAY                 ;N;                         ;    ;
Q;FED;MURPHYS CREEK            ;4352;WRIGHT                   ;N;                         ;    ;
Q;FED;MURRAY ISLAND            ;4875;LEICHHARDT               ;Y;MER ISLAND               ;4875;
Q;FED;MURRAY UPPER             ;4854;KENNEDY                  ;N;                         ;    ;
Q;FED;MURRAYS BRIDGE           ;4370;MARANOA                  ;N;                         ;    ;
Q;FED;MURRIGAL                 ;4854;KENNEDY                  ;N;                         ;    ;
Q;FED;MURRUMBA                 ;4312;BLAIR                    ;N;                         ;    ;
Q;FED;MURRUMBA DOWNS           ;4503;DICKSON                  ;N;                         ;    ;
Q;FED;MURWEH                   ;4470;MARANOA                  ;N;                         ;    ;
Q;FED;MUTARNEE                 ;4816;KENNEDY                  ;N;                         ;    ;
Q;FED;MUTCHILBA                ;4872;KENNEDY                  ;N;                         ;    ;
Q;FED;MUTDAPILLY               ;4307;WRIGHT                   ;N;                         ;    ;
Q;FED;MUTDAPILLY               ;4307;BLAIR                    ;N;                         ;    ;
Q;FED;MUTTABURRA               ;4732;MARANOA                  ;N;                         ;    ;
Q;FED;MUTTABURRA               ;4732;KENNEDY                  ;N;                         ;    ;
Q;FED;MYALL PARK               ;4415;MARANOA                  ;N;                         ;    ;
Q;FED;MYOLA                    ;4881;LEICHHARDT               ;N;                         ;    ;
Q;FED;MYRTLETOWN               ;4008;LILLEY                   ;Y;PINKENBA                 ;4008;
Q;FED;MYRTLEVALE               ;4800;DAWSON                   ;N;                         ;    ;
Q;FED;MYSTERTON                ;4812;HERBERT                  ;N;                         ;    ;
Q;FED;NAGHIR ISLAND            ;4875;LEICHHARDT               ;N;                         ;    ;
Q;FED;NAGOORIN                 ;4680;FLYNN                    ;N;                         ;    ;
Q;FED;NAHRUNDA                 ;4570;WIDE BAY                 ;N;                         ;    ;
Q;FED;NAMBOUR                  ;4560;FAIRFAX                  ;N;                         ;    ;
Q;FED;NANANGO                  ;4615;MARANOA                  ;N;                         ;    ;
Q;FED;NANDI                    ;4405;MARANOA                  ;N;                         ;    ;
Q;FED;NANGRAM                  ;4416;MARANOA                  ;N;                         ;    ;
Q;FED;NANGWEE                  ;4407;GROOM                    ;N;                         ;    ;
Q;FED;NANKIN                   ;4701;CAPRICORNIA              ;N;                         ;    ;
Q;FED;NAPRANUM                 ;4874;LEICHHARDT               ;N;                         ;    ;
Q;FED;NARANGBA                 ;4504;PETRIE                   ;N;                         ;    ;
Q;FED;NARANGBA                 ;4504;LONGMAN                  ;N;                         ;    ;
Q;FED;NARKO                    ;4352;GROOM                    ;N;                         ;    ;
Q;FED;NASHVILLE                ;4017;LILLEY                   ;Y;BRIGHTON                 ;4017;
Q;FED;NATHAN                   ;4111;MORETON                  ;N;                         ;    ;
Q;FED;NATURAL BRIDGE           ;4211;WRIGHT                   ;N;                         ;    ;
Q;FED;NEARUM                   ;4671;FLYNN                    ;N;                         ;    ;
Q;FED;NEBINE                   ;4488;MARANOA                  ;N;                         ;    ;
Q;FED;NEBO                     ;4742;CAPRICORNIA              ;N;                         ;    ;
Q;FED;NEERDIE                  ;4570;WIDE BAY                 ;N;                         ;    ;
Q;FED;NELIA                    ;4816;KENNEDY                  ;N;                         ;    ;
Q;FED;NELLY BAY                ;4819;HERBERT                  ;N;                         ;    ;
Q;FED;NERADA                   ;4860;KENNEDY                  ;N;                         ;    ;
Q;FED;NERANG                   ;4211;WRIGHT                   ;N;                         ;    ;
Q;FED;NERANG                   ;4211;MONCRIEFF                ;N;                         ;    ;
Q;FED;NERANWOOD                ;4213;WRIGHT                   ;N;                         ;    ;
Q;FED;NERIMBERA                ;4701;CAPRICORNIA              ;N;                         ;    ;
Q;FED;NETHERBY                 ;4650;WIDE BAY                 ;N;                         ;    ;
Q;FED;NETHERDALE               ;4756;CAPRICORNIA              ;N;                         ;    ;
Q;FED;NEUMGNA                  ;4614;MARANOA                  ;N;                         ;    ;
Q;FED;NEURUM                   ;4514;LONGMAN                  ;N;                         ;    ;
Q;FED;NEUSA VALE               ;4570;WIDE BAY                 ;N;                         ;    ;
Q;FED;NEVILTON                 ;4361;MARANOA                  ;N;                         ;    ;
Q;FED;NEW AUCKLAND             ;4680;FLYNN                    ;N;                         ;    ;
Q;FED;NEW BEITH                ;4124;WRIGHT                   ;N;                         ;    ;
Q;FED;NEW CHUM                 ;4303;BLAIR                    ;N;                         ;    ;
Q;FED;NEW FARM                 ;4005;BRISBANE                 ;N;                         ;    ;
Q;FED;NEW HARBOURLINE          ;4858;KENNEDY                  ;N;                         ;    ;
Q;FED;NEW MAPOON               ;4876;LEICHHARDT               ;N;                         ;    ;
Q;FED;NEW MOONTA               ;4671;FLYNN                    ;N;                         ;    ;
Q;FED;NEWELL                   ;4873;LEICHHARDT               ;N;                         ;    ;
Q;FED;NEWLANDS                 ;4804;CAPRICORNIA              ;N;                         ;    ;
Q;FED;NEWMARKET                ;4051;BRISBANE                 ;N;                         ;    ;
Q;FED;NEWPORT                  ;4020;PETRIE                   ;N;                         ;    ;
Q;FED;NEWRY ISLAND             ;4741;DAWSON                   ;N;                         ;    ;
Q;FED;NEWSTEAD                 ;4006;BRISBANE                 ;N;                         ;    ;
Q;FED;NEWTOWN                  ;4305;BLAIR                    ;N;                         ;    ;
Q;FED;NEWTOWN                  ;4350;GROOM                    ;N;                         ;    ;
Q;FED;NIKENBAH                 ;4655;HINKLER                  ;N;                         ;    ;
Q;FED;NINDAROO                 ;4740;DAWSON                   ;N;                         ;    ;
Q;FED;NINDERRY                 ;4561;FAIRFAX                  ;N;                         ;    ;
Q;FED;NINDIGULLY               ;4497;MARANOA                  ;N;                         ;    ;
Q;FED;NINDOOINBAH              ;4285;WRIGHT                   ;N;                         ;    ;
Q;FED;NINE MILE                ;4702;CAPRICORNIA              ;N;                         ;    ;
Q;FED;NINE MILE                ;4702;FLYNN                    ;N;                         ;    ;
Q;FED;NINE MILE CREEK          ;4714;FLYNN                    ;N;                         ;    ;
Q;FED;NINGI                    ;4511;LONGMAN                  ;N;                         ;    ;
Q;FED;NIVE                     ;4477;MARANOA                  ;N;                         ;    ;
Q;FED;NO 4 BRANCH              ;4856;KENNEDY                  ;N;                         ;    ;
Q;FED;NO 5 BRANCH              ;4856;KENNEDY                  ;N;                         ;    ;
Q;FED;NO 6 BRANCH              ;4859;KENNEDY                  ;N;                         ;    ;
Q;FED;NOAH                     ;4873;LEICHHARDT               ;N;                         ;    ;
Q;FED;NOBBY                    ;4360;GROOM                    ;N;                         ;    ;
Q;FED;NOBBY                    ;4360;MARANOA                  ;N;                         ;    ;
Q;FED;NOBBYS BEACH             ;4218;MONCRIEFF                ;Y;MERMAID BEACH            ;4218;
Q;FED;NOCCUNDRA                ;4492;MARANOA                  ;N;                         ;    ;
Q;FED;NOCKATUNGA               ;4492;MARANOA                  ;N;                         ;    ;
Q;FED;NOME                     ;4816;KENNEDY                  ;N;                         ;    ;
Q;FED;NOME                     ;4816;DAWSON                   ;N;                         ;    ;
Q;FED;NONDA                    ;4822;KENNEDY                  ;N;                         ;    ;
Q;FED;NOORAMA                  ;4490;MARANOA                  ;N;                         ;    ;
Q;FED;NOORINDOO                ;4417;MARANOA                  ;N;                         ;    ;
Q;FED;NOOSA HEADS              ;4567;WIDE BAY                 ;N;                         ;    ;
Q;FED;NOOSA NORTH SHORE        ;4565;WIDE BAY                 ;N;                         ;    ;
Q;FED;NOOSAVILLE               ;4566;WIDE BAY                 ;N;                         ;    ;
Q;FED;NORLEY                   ;4492;MARANOA                  ;N;                         ;    ;
Q;FED;NORMAN GARDENS           ;4701;CAPRICORNIA              ;N;                         ;    ;
Q;FED;NORMAN PARK              ;4170;GRIFFITH                 ;N;                         ;    ;
Q;FED;NORMANTON                ;4890;KENNEDY                  ;N;                         ;    ;
Q;FED;NORTH ARAMARA            ;4620;WIDE BAY                 ;N;                         ;    ;
Q;FED;NORTH ARM                ;4561;FAIRFAX                  ;N;                         ;    ;
Q;FED;NORTH BOOVAL             ;4304;BLAIR                    ;N;                         ;    ;
Q;FED;NORTH BRANCH             ;4356;GROOM                    ;N;                         ;    ;
Q;FED;NORTH BRANCH             ;4370;MARANOA                  ;N;                         ;    ;
Q;FED;NORTH BUNGUNYA           ;4494;MARANOA                  ;N;                         ;    ;
Q;FED;NORTH DEEP CREEK         ;4570;WIDE BAY                 ;N;                         ;    ;
Q;FED;NORTH ETON               ;4741;CAPRICORNIA              ;N;                         ;    ;
Q;FED;NORTH GREGORY            ;4660;HINKLER                  ;N;                         ;    ;
Q;FED;NORTH IPSWICH            ;4305;BLAIR                    ;N;                         ;    ;
Q;FED;NORTH ISIS               ;4660;HINKLER                  ;N;                         ;    ;
Q;FED;NORTH JOHNSTONE          ;4885;KENNEDY                  ;N;                         ;    ;
Q;FED;NORTH LAKES              ;4509;PETRIE                   ;N;                         ;    ;
Q;FED;NORTH MACKAY             ;4740;DAWSON                   ;N;                         ;    ;
Q;FED;NORTH MACLAGAN           ;4352;GROOM                    ;N;                         ;    ;
Q;FED;NORTH MACLEAN            ;4280;WRIGHT                   ;N;                         ;    ;
Q;FED;NORTH MACLEAN            ;4280;FORDE                    ;N;                         ;    ;
Q;FED;NORTH MALENY             ;4552;FISHER                   ;N;                         ;    ;
Q;FED;NORTH TALWOOD            ;4496;MARANOA                  ;N;                         ;    ;
Q;FED;NORTH TAMBORINE          ;4272;WRIGHT                   ;N;                         ;    ;
Q;FED;NORTH TIVOLI             ;4305;BLAIR                    ;N;                         ;    ;
Q;FED;NORTH TOOWOOMBA          ;4350;GROOM                    ;N;                         ;    ;
Q;FED;NORTH WARD               ;4810;HERBERT                  ;N;                         ;    ;
Q;FED;NORTHGATE                ;4013;LILLEY                   ;N;                         ;    ;
Q;FED;NORVILLE                 ;4670;HINKLER                  ;N;                         ;    ;
Q;FED;NORWELL                  ;4208;FADDEN                   ;N;                         ;    ;
Q;FED;NORWIN                   ;4356;GROOM                    ;N;                         ;    ;
Q;FED;NUDGEE                   ;4014;LILLEY                   ;N;                         ;    ;
Q;FED;NUDGEE BEACH             ;4014;LILLEY                   ;N;                         ;    ;
Q;FED;NUKKU                    ;4306;MARANOA                  ;N;                         ;    ;
Q;FED;NUMINBAH VALLEY          ;4211;WRIGHT                   ;N;                         ;    ;
Q;FED;NUNDAH                   ;4012;LILLEY                   ;N;                         ;    ;
Q;FED;NUNDUBBERMERE            ;4380;MARANOA                  ;N;                         ;    ;
Q;FED;NUTGROVE                 ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;NUTGROVE                 ;4352;GROOM                    ;N;                         ;    ;
Q;FED;O'BIL BIL                ;4626;FLYNN                    ;N;                         ;    ;
Q;FED;O'BRIENS HILL            ;4860;KENNEDY                  ;N;                         ;    ;
Q;FED;O'CONNELL                ;4680;FLYNN                    ;N;                         ;    ;
Q;FED;O'REILLY                 ;4211;WRIGHT                   ;N;                         ;    ;
Q;FED;OAK BEACH                ;4877;LEICHHARDT               ;N;                         ;    ;
Q;FED;OAK VALLEY               ;4811;KENNEDY                  ;N;                         ;    ;
Q;FED;OAKDALE                  ;4605;WIDE BAY                 ;N;                         ;    ;
Q;FED;OAKENDEN                 ;4741;CAPRICORNIA              ;N;                         ;    ;
Q;FED;OAKEY                    ;4401;GROOM                    ;N;                         ;    ;
Q;FED;OAKEY CREEK              ;4714;FLYNN                    ;N;                         ;    ;
Q;FED;OAKHURST                 ;4650;WIDE BAY                 ;N;                         ;    ;
Q;FED;OAKVIEW                  ;4600;WIDE BAY                 ;N;                         ;    ;
Q;FED;OAKWOOD                  ;4670;FLYNN                    ;N;                         ;    ;
Q;FED;OAKY CREEK               ;4285;WRIGHT                   ;N;                         ;    ;
Q;FED;OBI OBI                  ;4574;FAIRFAX                  ;N;                         ;    ;
Q;FED;OBUM OBUM                ;4309;WRIGHT                   ;N;                         ;    ;
Q;FED;OCEAN VIEW               ;4521;DICKSON                  ;N;                         ;    ;
Q;FED;OGMORE                   ;4706;CAPRICORNIA              ;N;                         ;    ;
Q;FED;OKEDEN                   ;4613;FLYNN                    ;N;                         ;    ;
Q;FED;OLD COORANGA             ;4626;FLYNN                    ;N;                         ;    ;
Q;FED;OLD TALGAI               ;4370;MARANOA                  ;N;                         ;    ;
Q;FED;OLLERA CREEK             ;4816;KENNEDY                  ;Y;MUTARNEE                 ;4816;
Q;FED;OMAN AMA                 ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;ONE MILE                 ;4305;BLAIR                    ;N;                         ;    ;
Q;FED;OOMBABEER                ;4718;FLYNN                    ;N;                         ;    ;
Q;FED;OONOONBA                 ;4811;DAWSON                   ;N;                         ;    ;
Q;FED;OORALEA                  ;4740;CAPRICORNIA              ;N;                         ;    ;
Q;FED;OORINDI                  ;4824;KENNEDY                  ;N;                         ;    ;
Q;FED;OPALTON                  ;4735;MARANOA                  ;N;                         ;    ;
Q;FED;ORALLO                   ;4455;MARANOA                  ;N;                         ;    ;
Q;FED;ORANGE CREEK             ;4715;FLYNN                    ;N;                         ;    ;
Q;FED;ORANGE HILL              ;4455;MARANOA                  ;N;                         ;    ;
Q;FED;ORMEAU                   ;4208;FADDEN                   ;N;                         ;    ;
Q;FED;ORMEAU                   ;4208;FORDE                    ;N;                         ;    ;
Q;FED;ORMEAU HILLS             ;4208;FORDE                    ;N;                         ;    ;
Q;FED;ORMISTON                 ;4160;BOWMAN                   ;N;                         ;    ;
Q;FED;ORPHEUS ISLAND           ;4816;HERBERT                  ;N;                         ;    ;
Q;FED;OSBORNE                  ;4806;DAWSON                   ;N;                         ;    ;
Q;FED;OTTABA                   ;4313;BLAIR                    ;N;                         ;    ;
Q;FED;OWANYILLA                ;4650;WIDE BAY                 ;N;                         ;    ;
Q;FED;OWENS CREEK              ;4741;CAPRICORNIA              ;N;                         ;    ;
Q;FED;OXENFORD                 ;4210;FADDEN                   ;N;                         ;    ;
Q;FED;OXENFORD                 ;4210;WRIGHT                   ;N;                         ;    ;
Q;FED;OXFORD                   ;4742;CAPRICORNIA              ;N;                         ;    ;
Q;FED;OXFORD PARK              ;4053;RYAN                     ;Y;MITCHELTON               ;4053;
Q;FED;OXLEY                    ;4075;MORETON                  ;N;                         ;    ;
Q;FED;OXLEY                    ;4075;OXLEY                    ;N;                         ;    ;
Q;FED;OYSTER CREEK             ;4674;FLYNN                    ;N;                         ;    ;
Q;FED;PACIFIC HAVEN            ;4659;HINKLER                  ;N;                         ;    ;
Q;FED;PACIFIC HEIGHTS          ;4703;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PACIFIC PARADISE         ;4564;FAIRFAX                  ;N;                         ;    ;
Q;FED;PACIFIC PINES            ;4211;FADDEN                   ;N;                         ;    ;
Q;FED;PACIFIC PINES            ;4211;WRIGHT                   ;N;                         ;    ;
Q;FED;PACKE ISLAND             ;4875;LEICHHARDT               ;N;                         ;    ;
Q;FED;PACKERS CAMP             ;4865;KENNEDY                  ;N;                         ;    ;
Q;FED;PADDINGTON               ;4064;RYAN                     ;N;                         ;    ;
Q;FED;PADDINGTON               ;4064;BRISBANE                 ;N;                         ;    ;
Q;FED;PADDYS GREEN             ;4880;KENNEDY                  ;N;                         ;    ;
Q;FED;PAGET                    ;4740;DAWSON                   ;N;                         ;    ;
Q;FED;PALEN CREEK              ;4287;WRIGHT                   ;N;                         ;    ;
Q;FED;PALGRAVE                 ;4374;MARANOA                  ;N;                         ;    ;
Q;FED;PALLARA                  ;4110;OXLEY                    ;N;                         ;    ;
Q;FED;PALLARENDA               ;4810;HERBERT                  ;N;                         ;    ;
Q;FED;PALM BEACH               ;4221;MCPHERSON                ;N;                         ;    ;
Q;FED;PALM COVE                ;4879;LEICHHARDT               ;N;                         ;    ;
Q;FED;PALM GROVE               ;4800;DAWSON                   ;N;                         ;    ;
Q;FED;PALM ISLAND              ;4816;HERBERT                  ;N;                         ;    ;
Q;FED;PALMER                   ;4871;LEICHHARDT               ;N;                         ;    ;
Q;FED;PALMTREE                 ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;PALMVIEW                 ;4553;FISHER                   ;N;                         ;    ;
Q;FED;PALMWOODS                ;4555;FAIRFAX                  ;N;                         ;    ;
Q;FED;PALMWOODS                ;4555;FISHER                   ;N;                         ;    ;
Q;FED;PALMYRA                  ;4751;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PALUMA                   ;4816;KENNEDY                  ;N;                         ;    ;
Q;FED;PAMPAS                   ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;PARADISE ISLAND          ;4217;MONCRIEFF                ;Y;SURFERS PARADISE         ;4217;
Q;FED;PARADISE POINT           ;4216;FADDEN                   ;N;                         ;    ;
Q;FED;PARADISE WATERS          ;4217;MONCRIEFF                ;Y;SURFERS PARADISE         ;4217;
Q;FED;PARK AVENUE              ;4701;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PARK RIDGE               ;4125;FORDE                    ;N;                         ;    ;
Q;FED;PARK RIDGE SOUTH         ;4125;WRIGHT                   ;N;                         ;    ;
Q;FED;PARK RIDGE SOUTH         ;4125;FORDE                    ;N;                         ;    ;
Q;FED;PARKHURST                ;4702;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PARKINSON                ;4115;RANKIN                   ;N;                         ;    ;
Q;FED;PARKLANDS                ;4560;FAIRFAX                  ;N;                         ;    ;
Q;FED;PARKNOOK                 ;4417;MARANOA                  ;N;                         ;    ;
Q;FED;PARKSIDE                 ;4825;KENNEDY                  ;N;                         ;    ;
Q;FED;PARKWOOD                 ;4214;FADDEN                   ;N;                         ;    ;
Q;FED;PARRAMATTA PARK          ;4870;LEICHHARDT               ;N;                         ;    ;
Q;FED;PARREARRA                ;4575;FISHER                   ;N;                         ;    ;
Q;FED;PARTINGTON               ;4811;DAWSON                   ;Y;STUART                   ;4811;
Q;FED;PARTINGTON               ;4811;KENNEDY                  ;Y;STUART                   ;4811;
Q;FED;PASHA                    ;4721;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PASSCHENDAELE            ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;PATERSON                 ;4570;WIDE BAY                 ;N;                         ;    ;
Q;FED;PATRICK                  ;4725;MARANOA                  ;N;                         ;    ;
Q;FED;PATRICK ESTATE           ;4311;BLAIR                    ;N;                         ;    ;
Q;FED;PAULS POCKET             ;4800;DAWSON                   ;N;                         ;    ;
Q;FED;PEACHESTER               ;4519;FISHER                   ;N;                         ;    ;
Q;FED;PEACOCK SIDING           ;4850;KENNEDY                  ;N;                         ;    ;
Q;FED;PEAK CROSSING            ;4306;WRIGHT                   ;N;                         ;    ;
Q;FED;PEAK CROSSING            ;4306;BLAIR                    ;N;                         ;    ;
Q;FED;PEAK VALE                ;4721;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PECHEY                   ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;PECHEY                   ;4352;GROOM                    ;N;                         ;    ;
Q;FED;PEEL ISLAND              ;4184;BOWMAN                   ;N;                         ;    ;
Q;FED;PEERAMON                 ;4885;KENNEDY                  ;N;                         ;    ;
Q;FED;PEEWEE BEND              ;4520;RYAN                     ;Y;ENOGGERA RESERVOIR       ;4520;
Q;FED;PELHAM                   ;4415;MARANOA                  ;N;                         ;    ;
Q;FED;PELICAN                  ;4413;MARANOA                  ;N;                         ;    ;
Q;FED;PELICAN CREEK            ;4726;MARANOA                  ;N;                         ;    ;
Q;FED;PELICAN WATERS           ;4551;FISHER                   ;N;                         ;    ;
Q;FED;PELORUS ISLAND           ;4850;HERBERT                  ;N;                         ;    ;
Q;FED;PENTLAND                 ;4816;KENNEDY                  ;N;                         ;    ;
Q;FED;PENWHAUPELL              ;4625;FLYNN                    ;N;                         ;    ;
Q;FED;PERANGA                  ;4352;GROOM                    ;N;                         ;    ;
Q;FED;PEREGIAN BEACH           ;4573;WIDE BAY                 ;N;                         ;    ;
Q;FED;PEREGIAN SPRINGS         ;4573;FAIRFAX                  ;N;                         ;    ;
Q;FED;PERSEVERANCE             ;4352;MARANOA                  ;N;                         ;    ;
Q;FED;PERULPA ISLAND           ;4184;BOWMAN                   ;N;                         ;    ;
Q;FED;PERWILLOWEN              ;4560;FAIRFAX                  ;N;                         ;    ;
Q;FED;PETFORD                  ;4871;KENNEDY                  ;N;                         ;    ;
Q;FED;PETRIE                   ;4502;DICKSON                  ;N;                         ;    ;
Q;FED;PETRIE TERRACE           ;4000;BRISBANE                 ;N;                         ;    ;
Q;FED;PHEASANT CREEK           ;4702;FLYNN                    ;N;                         ;    ;
Q;FED;PHILPOTT                 ;4626;FLYNN                    ;N;                         ;    ;
Q;FED;PIALBA                   ;4655;HINKLER                  ;N;                         ;    ;
Q;FED;PICKANJINNIE             ;4428;MARANOA                  ;N;                         ;    ;
Q;FED;PICNIC BAY               ;4819;HERBERT                  ;N;                         ;    ;
Q;FED;PIE CREEK                ;4570;WIDE BAY                 ;N;                         ;    ;
Q;FED;PIERCES CREEK            ;4355;MARANOA                  ;N;                         ;    ;
Q;FED;PIKEDALE                 ;4380;MARANOA                  ;N;                         ;    ;
Q;FED;PIKES CREEK              ;4380;MARANOA                  ;N;                         ;    ;
Q;FED;PILE GULLY               ;4625;FLYNN                    ;N;                         ;    ;
Q;FED;PILERWA                  ;4650;WIDE BAY                 ;N;                         ;    ;
Q;FED;PILTON                   ;4361;MARANOA                  ;N;                         ;    ;
Q;FED;PIMLICO                  ;4812;HERBERT                  ;N;                         ;    ;
Q;FED;PIMPAMA                  ;4209;FADDEN                   ;N;                         ;    ;
Q;FED;PIMPAMA                  ;4209;FORDE                    ;N;                         ;    ;
Q;FED;PIMPIMBUDGEE             ;4615;MARANOA                  ;N;                         ;    ;
Q;FED;PIN GIN HILL             ;4860;KENNEDY                  ;N;                         ;    ;
Q;FED;PINBARREN                ;4568;WIDE BAY                 ;N;                         ;    ;
Q;FED;PINDI PINDI              ;4798;DAWSON                   ;N;                         ;    ;
Q;FED;PINE CREEK               ;4670;HINKLER                  ;N;                         ;    ;
Q;FED;PINE HILL                ;4724;MARANOA                  ;N;                         ;    ;
Q;FED;PINE HILLS               ;4416;MARANOA                  ;N;                         ;    ;
Q;FED;PINE MOUNTAIN            ;4306;BLAIR                    ;N;                         ;    ;
Q;FED;PINELANDS                ;4355;MARANOA                  ;N;                         ;    ;
Q;FED;PINEVALE                 ;4754;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PINJARRA HILLS           ;4069;RYAN                     ;N;                         ;    ;
Q;FED;PINK LILY                ;4702;FLYNN                    ;N;                         ;    ;
Q;FED;PINKENBA                 ;4008;LILLEY                   ;N;                         ;    ;
Q;FED;PINNACLE                 ;4741;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PINNACLES                ;4815;KENNEDY                  ;N;                         ;    ;
Q;FED;PIONEER                  ;4825;KENNEDY                  ;N;                         ;    ;
Q;FED;PIONEERS REST            ;4650;WIDE BAY                 ;N;                         ;    ;
Q;FED;PIRRINUAN                ;4405;MARANOA                  ;N;                         ;    ;
Q;FED;PITTSWORTH               ;4356;GROOM                    ;N;                         ;    ;
Q;FED;PLACID HILLS             ;4343;WRIGHT                   ;N;                         ;    ;
Q;FED;PLAINBY                  ;4355;MARANOA                  ;N;                         ;    ;
Q;FED;PLAINBY                  ;4355;GROOM                    ;N;                         ;    ;
Q;FED;PLAINLAND                ;4341;WRIGHT                   ;N;                         ;    ;
Q;FED;PLANLANDS                ;4740;CAPRICORNIA              ;Y;OORALEA                  ;4740;
Q;FED;PLEYSTOWE                ;4741;CAPRICORNIA              ;N;                         ;    ;
Q;FED;POINT ARKWRIGHT          ;4573;FAIRFAX                  ;N;                         ;    ;
Q;FED;POINT HALLORAN           ;4165;BOWMAN                   ;Y;VICTORIA POINT           ;4165;
Q;FED;POINT LOOKOUT            ;4183;BOWMAN                   ;N;                         ;    ;
Q;FED;POINT TALBURPIN          ;4165;BOWMAN                   ;Y;REDLAND BAY              ;4165;
Q;FED;POINT VERNON             ;4655;HINKLER                  ;N;                         ;    ;
Q;FED;POMONA                   ;4568;WIDE BAY                 ;N;                         ;    ;
Q;FED;PONY HILLS               ;4454;MARANOA                  ;N;                         ;    ;
Q;FED;POOLE ISLAND             ;4805;DAWSON                   ;N;                         ;    ;
Q;FED;POONA                    ;4650;WIDE BAY                 ;N;                         ;    ;
Q;FED;PORMPURAAW               ;4871;LEICHHARDT               ;N;                         ;    ;
Q;FED;PORT ALMA                ;4699;FLYNN                    ;N;                         ;    ;
Q;FED;PORT CURTIS              ;4700;CAPRICORNIA              ;N;                         ;    ;
Q;FED;PORT CURTIS              ;4700;FLYNN                    ;N;                         ;    ;
Q;FED;PORT DOUGLAS             ;4877;LEICHHARDT               ;N;                         ;    ;
Q;FED;PORT LIHOU ISLAND        ;4875;LEICHHARDT               ;N;                         ;    ;
Q;FED;PORT OF BRISBANE         ;4178;BONNER                   ;N;                         ;    ;
Q;FED;PORT STEWART             ;4871;LEICHHARDT               ;N;                         ;    ;
Q;FED;PORT WINE                ;4724;MARANOA                  ;N;                         ;    ;
Q;FED;PORTLAND ROADS           ;4871;LEICHHARDT               ;Y;LOCKHART                 ;4871;
Q;FED;PORTSMITH                ;4870;KENNEDY                  ;N;                         ;    ;
Q;FED;PORTSMITH                ;4870;LEICHHARDT               ;N;                         ;    ;
Q;FED;PORUMA ISLAND            ;4875;LEICHHARDT               ;N;                         ;    ;
Q;FED;POSTMANS RIDGE           ;4352;WRIGHT                   ;N;                         ;    ;
